0	-142.4812
0.5	2888.597
1	3634.831
1.5	4192.491
2	4682.823
3	5547.756
4	6324.392
5	7040.82
6	7703.919
7	8318.976
8	8894.534
9	9436.742
10	9951.592
12	10884.61
14	11745.71
16	12537.08
18	13275.97
20	13950.36
25	15425.36
30	16611.27
35	17559.92
40	18306.56
45	18902.9
50	19390.64
55	19790.5
60	20125.22
65	20412.33
70	20658.62
75	20872.18
80	21060.13
85	21229.65
90	21377.48
95	21519.63
100	21648.56
110	21885.59
120	22089.05
130	22269.77
140	22435.55
150	22594.06
160	22740.89
170	22885.16
180	23021.83
190	23153.66
200	23289.49
210	23421.86
220	23559.62
230	23698.11
240	23840.66
250	23995.95

