1.42E-01	3.45E-11
3.35E-01	4.55E-11
6.13E-01	5.99E-11
1.01E+00	6.64E-11
1.44E+00	6.48E-11
2.34E+00	6.02E-11
3.25E+00	5.59E-11
4.17E+00	5.20E-11
5.09E+00	4.82E-11
6.02E+00	4.53E-11
6.95E+00	4.29E-11
7.89E+00	4.09E-11
8.82E+00	3.91E-11
1.07E+01	3.62E-11
1.26E+01	3.38E-11
1.45E+01	3.19E-11
1.64E+01	3.03E-11
1.83E+01	2.89E-11
2.31E+01	2.58E-11
2.80E+01	2.29E-11
3.29E+01	2.00E-11
3.78E+01	1.74E-11
4.27E+01	1.54E-11
4.76E+01	1.39E-11
5.26E+01	1.27E-11
5.75E+01	1.18E-11
6.25E+01	1.11E-11
6.75E+01	1.06E-11
7.24E+01	1.02E-11
7.74E+01	9.92E-12
8.24E+01	9.71E-12
8.74E+01	9.56E-12
9.23E+01	9.46E-12
9.73E+01	9.39E-12
1.07E+02	9.32E-12
1.17E+02	9.29E-12
1.27E+02	9.27E-12
1.37E+02	9.26E-12
1.47E+02	9.25E-12
1.57E+02	9.24E-12
1.67E+02	9.23E-12
1.77E+02	9.23E-12
1.87E+02	9.23E-12
1.97E+02	9.22E-12

