0.00E+00	-0.2876227
5.00E-01	-1.525501
1.00E+00	-1.607234
1.50E+00	-1.409482
2.00E+00	0.5250469
3.00E+00	0.6502913
4.00E+00	0.6175775
5.00E+00	0.4452932
6.00E+00	-0.01707439
7.00E+00	0.2716787
8.00E+00	-0.05280515
9.00E+00	-0.9474804
1.00E+01	-0.7370349
1.20E+01	0.324003
1.40E+01	-1.148184
1.60E+01	-0.9326989
1.80E+01	-0.5701365
2.00E+01	0.3134498
2.50E+01	-0.8948062
3.00E+01	0.4141639
3.50E+01	0.9486782
4.00E+01	-0.7044771
4.50E+01	-0.4053507
5.00E+01	0.9310504
5.50E+01	-0.5300603
6.00E+01	0.2823475
6.50E+01	-0.2926916
7.00E+01	-0.2691286
7.50E+01	-0.07109815
8.00E+01	0.8458674
8.50E+01	0.8331255
9.00E+01	0.05462956
9.50E+01	1.364845
1.00E+02	1.361308
1.10E+02	1.018457
1.20E+02	1.587161
1.30E+02	1.804404
1.40E+02	2.086538
1.50E+02	0.8993686
1.60E+02	1.420518
1.70E+02	2.612776
1.80E+02	1.647304
1.90E+02	2.607659
2.00E+02	2.858621
2.10E+02	2.171876
2.20E+02	3.635691
2.30E+02	2.747816
2.40E+02	3.255522
2.50E+02	4.452588
2.60E+02	4.790195
2.70E+02	4.592138
2.80E+02	4.269455
2.90E+02	4.547334
3.00E+02	5.919241
3.10E+02	6.111102
3.20E+02	6.403097
3.30E+02	6.214352
3.40E+02	7.369739
3.50E+02	7.35332
3.60E+02	7.489072
3.70E+02	7.537879
3.80E+02	7.409056
3.90E+02	8.575258
4.00E+02	7.821556
4.10E+02	8.369265
4.20E+02	9.114096
4.30E+02	10.49085
4.40E+02	11.87813
4.50E+02	13.43502

