1.609438E+00	3.157826E+00	2.194352E-03
2.302585E+00	2.904014E+00	2.011796E-03
2.708050E+00	2.760604E+00	1.453193E-03
2.995732E+00	2.655743E+00	2.752207E-03
3.218876E+00	2.580609E+00	3.424779E-03
3.401197E+00	2.524961E+00	9.390628E-04
3.555348E+00	2.476703E+00	3.431437E-03
3.688879E+00	2.434989E+00	2.788468E-03
3.806662E+00	2.402358E+00	2.633180E-03
3.912023E+00	2.369997E+00	3.601106E-03
4.007333E+00	2.345253E+00	4.041644E-03
4.094345E+00	2.319369E+00	2.380928E-03
4.174387E+00	2.295134E+00	3.452863E-03
4.248495E+00	2.270621E+00	4.391061E-03
4.317488E+00	2.253192E+00	1.546228E-03
4.382027E+00	2.234484E+00	1.995990E-03
4.442651E+00	2.215690E+00	2.352577E-03
4.499810E+00	2.201072E+00	3.619858E-03
4.553877E+00	2.195076E+00	2.545290E-03
4.605170E+00	2.188382E+00	2.524813E-03
4.653960E+00	2.178027E+00	5.344739E-03
4.700480E+00	2.175791E+00	9.034564E-04
4.744932E+00	2.172774E+00	2.059344E-03
4.787492E+00	2.169969E+00	4.551896E-03
4.828314E+00	2.165819E+00	2.489054E-03
4.867534E+00	2.159575E+00	2.939069E-03
4.905275E+00	2.156981E+00	4.215652E-03
4.941642E+00	2.152412E+00	3.187154E-03
4.976734E+00	2.150649E+00	5.070428E-03
5.010635E+00	2.144474E+00	1.987088E-03
5.043425E+00	2.144247E+00	3.774423E-03
5.075174E+00	2.139008E+00	7.245821E-03
5.105945E+00	2.142989E+00	5.649552E-03
5.135798E+00	2.158377E+00	6.639435E-03
5.164786E+00	2.179079E+00	1.477828E-02
5.192957E+00	2.216608E+00	2.056043E-02
5.220356E+00	2.266512E+00	2.230779E-02
5.247024E+00	2.310937E+00	1.998378E-02
5.273000E+00	2.356911E+00	1.626416E-02
5.298317E+00	2.395860E+00	1.422109E-02
5.323010E+00	2.423986E+00	1.593520E-02
5.347108E+00	2.456734E+00	1.094001E-02
5.370638E+00	2.475708E+00	1.006425E-02
5.393628E+00	2.498883E+00	1.518144E-02
5.416100E+00	2.523840E+00	1.090645E-02
5.438079E+00	2.551150E+00	9.817132E-03
5.459586E+00	2.578528E+00	1.190704E-02
5.480639E+00	2.610577E+00	1.052826E-02
5.501258E+00	2.639553E+00	6.246214E-03
5.521461E+00	2.674084E+00	1.240327E-02
