1.609438E+00	2.615870E+00	2.435459E-02
2.302585E+00	2.392676E+00	1.087316E-02
2.708050E+00	2.258933E+00	7.619783E-03
2.995732E+00	2.178276E+00	1.768929E-02
3.218876E+00	2.098374E+00	1.336194E-02
3.401197E+00	2.045872E+00	1.089653E-02
3.555348E+00	2.006121E+00	1.407778E-02
3.688879E+00	1.951915E+00	1.431113E-02
3.806662E+00	1.922323E+00	1.229680E-02
3.912023E+00	1.888516E+00	1.070061E-02
4.007333E+00	1.860994E+00	9.874220E-03
4.094345E+00	1.849502E+00	1.255263E-02
4.174387E+00	1.808737E+00	6.404881E-03
4.248495E+00	1.793454E+00	9.318712E-03
4.317488E+00	1.778304E+00	1.181730E-02
4.382027E+00	1.752888E+00	9.369164E-03
4.442651E+00	1.748618E+00	1.287271E-02
4.499810E+00	1.721161E+00	9.889591E-03
4.553877E+00	1.722245E+00	1.625871E-02
4.605170E+00	1.694103E+00	1.231769E-02
4.653960E+00	1.686050E+00	1.332202E-02
4.700480E+00	1.679849E+00	9.208584E-03
4.744932E+00	1.675049E+00	1.218617E-02
4.787492E+00	1.655652E+00	9.892836E-03
4.828314E+00	1.648189E+00	4.383165E-03
4.867534E+00	1.659724E+00	9.994666E-03
4.905275E+00	1.649156E+00	1.329279E-02
4.941642E+00	1.657904E+00	1.236529E-02
4.976734E+00	1.636974E+00	1.640299E-02
5.010635E+00	1.648398E+00	1.254082E-02
5.043425E+00	1.637851E+00	1.555947E-02
5.075174E+00	1.644092E+00	1.207245E-02
5.105945E+00	1.639216E+00	1.222965E-02
5.135798E+00	1.627656E+00	1.628438E-02
5.164786E+00	1.642416E+00	1.728604E-02
5.192957E+00	1.619365E+00	9.617128E-03
5.220356E+00	1.640770E+00	1.143504E-02
5.247024E+00	1.624493E+00	1.198497E-02
5.273000E+00	1.621462E+00	9.344751E-03
5.298317E+00	1.632603E+00	8.409304E-03
5.323010E+00	1.607248E+00	1.182987E-02
5.347108E+00	1.625184E+00	1.466479E-02
5.370638E+00	1.614048E+00	7.296136E-03
5.393628E+00	1.610472E+00	1.622514E-02
5.416100E+00	1.617531E+00	6.328033E-03
5.438079E+00	1.627853E+00	1.312588E-02
5.459586E+00	1.638617E+00	1.111253E-02
5.480639E+00	1.656996E+00	1.200884E-02
5.501258E+00	1.656381E+00	1.071806E-02
5.521461E+00	1.660298E+00	6.011418E-03
