0	-4.36525091048709	0.05	0.140284722127377
-5	-18.5716512185032	0.05	0.16320398549177
-10	-25.6891284799221	0.05	0.219522194857982
-15	-31.3378101397274	0.05	0.252264349769514
-20	-36.1833105729879	0.05	0.281965375962446
-25	-40.3579354120058	0.05	0.326151764202641
-30	-44.3422794909062	0.05	0.348565068571636
-35	-47.8008296017597	0.05	0.367820372301708
-40	-51.3047910490416	0.05	0.398870534158497
-45	-54.3312004006205	0.05	0.420550994647566
-50	-57.4365140098879	0.05	0.452986697885196
-55	-60.2134801917405	0.05	0.470884726091335
-60	-62.9456400773696	0.05	0.490303336118339
-65	-65.5560921798523	0.05	0.502095874428796
-70	-67.8740888921235	0.05	0.526758268912771
-75	-70.1213642962612	0.05	0.542981748426856
-80	-72.1627050594997	0.05	0.559519724280817
-85	-73.9688219746989	0.05	0.575184276834236
-90	-75.52627087313	0.05	0.584777456961067
-95	-76.9043016752977	0.05	0.596761828506323
-100	-78.022619407912	0.05	0.599597568324591
-105	-78.9864484544479	0.05	0.61479544643026
-110	-79.822382524089	0.05	0.612552542503742
-115	-80.4994874018334	0.05	0.620463424371464
-120	-81.1754330576198	0.05	0.629383729699712
-125	-81.8103166514948	0.05	0.635590113473039
-130	-82.3958903455336	0.05	0.641373960229515
-135	-82.9447021474657	0.05	0.637709147876436
-140	-83.5469153240114	0.05	0.651341049880323
-145	-84.176509638877	0.05	0.650855322874136
-150	-84.9031032979095	0.05	0.656264909705359
-155	-85.825347668096	0.05	0.6674933112083
-160	-87.3319626668703	0.05	0.674995086715318
-165	-89.9914703769291	0.05	0.692491787886699
-170	-95.5482297690702	0.05	0.731705071725141
-175	-107.409087199587	0.05	0.821924658982272
-180	-131.761289029006	0.05	1.00885384222105
-185	-176.564831881054	0.05	1.35699256205287
-190	-248.071710186887	0.05	1.91569430164884
-195	-347.342234983991	0.05	2.68269938750327
-200	-468.530858559777	0.05	3.64839808231661
-205	-605.925738318259	0.05	4.70844337105706
-210	-752.853649083829	0.05	5.83120946160936

